model,patch_size,image,computation_time,features
ViT-B/32,224,C:\Users\Lenovo\Desktop\comp-vison-chap1\TP1\TP1_data\database\airplane_1.jpg,0.20148348808288574,"[ 3.59707713e-01  9.72608179e-02  4.78389800e-01  2.35095769e-02
 -1.71177879e-01 -7.89099783e-02  4.14271951e-01 -3.87715250e-01
 -3.67001474e-01  2.78766513e-01  2.45559543e-01  1.47539526e-01
  4.66544330e-01 -6.36105388e-02  3.26883614e-01 -1.61501877e-02
  1.76588416e+00 -1.99822038e-01 -2.62122750e-01 -2.16058612e-01
  5.83654523e-01 -2.80060083e-01 -6.63460046e-02 -3.19611132e-01
 -3.48266840e-01 -1.77507967e-01 -2.69109011e-03  1.46871850e-01
  2.24302411e-01 -1.62887394e-01  1.74032807e-01  1.59129590e-01
 -8.79514962e-02  2.34689116e-01 -3.36577713e-01 -1.88710272e-01
  2.01221600e-01 -1.23606279e-01  8.35718960e-02  9.69406366e-01
  7.83063918e-02  9.02002305e-02 -8.50830972e-02 -1.77215993e-01
  3.23042274e-01 -1.49848354e+00  5.53620696e-01  3.65149289e-01
  4.65562120e-02  2.15711981e-01  3.56064022e-01 -2.03013152e-01
  1.84536397e-01  3.33374232e-01  4.79070544e-02 -3.79288018e-01
  1.66541487e-01 -2.57912651e-02 -3.28626454e-01  4.23535146e-02
  1.36926746e+00  2.92528093e-01 -7.66242072e-02 -3.65413308e-01
 -3.57545763e-01  6.72193393e-02  2.43993238e-01  3.72521371e-01
 -1.69737816e-01  1.86919853e-01 -1.32742599e-01  1.99612677e-01
 -1.30786180e-01  4.19870406e-01 -3.47044647e-01  2.22951278e-01
 -1.62958890e-01 -2.25047201e-01 -2.23873347e-01 -1.68216914e-01
 -8.95575136e-02 -1.42266154e-01  7.10725546e-01 -5.98786712e-01
  1.60709858e-01  3.75197560e-01 -6.17840409e-01  4.41080332e-03
  2.86388695e-01 -1.57922283e-01  1.98991463e-01  8.83740187e-03
 -5.46296215e+00 -1.88931659e-01  2.05218062e-01 -3.23255770e-02
 -1.12127401e-02 -2.42186964e-01  5.76433837e-02 -1.28909439e-01
  1.82522297e-01  1.82538703e-02  3.01520228e-01  1.68747783e-01
  1.68488234e-01 -5.48296385e-02 -2.25500703e+00 -3.24377090e-01
  1.80723220e-02  1.10701799e-01  5.17131388e-01  1.56592831e-01
 -1.20258704e-03 -1.90139785e-01  7.10127056e-02  2.52153575e-01
 -3.07017982e-01 -2.09739074e-01  2.37423509e-01 -2.54375845e-01
  1.71589643e-01  1.17826492e-01  1.48347944e-01 -3.74552131e-01
  4.37278748e-01  4.72250618e-02 -6.26039505e-01 -4.31987196e-01
  4.02891636e-03 -3.52131754e-01  8.54137391e-02  7.41440207e-02
 -3.18694115e-03  8.02712560e-01 -1.90918073e-01  1.87976062e-02
  1.83862433e-01  7.83011794e-01  2.92350724e-02 -2.80682713e-01
  1.20286256e-01  7.38743901e-01 -2.02186882e-01  2.58033693e-01
 -4.62127149e-01  4.91941348e-03  2.32239068e-03  9.68860835e-02
 -3.68175805e-01 -3.31370980e-01  1.84246495e-01 -1.29084855e-01
  3.16244185e-01 -3.58237892e-01 -1.61134809e-01 -2.40889713e-01
  1.27782226e-01 -2.09230185e-03 -4.35998201e-01 -2.01098010e-01
  5.06438911e-01 -2.82612741e-01 -3.44789810e-02 -1.74672097e-01
 -7.63537139e-02  6.22195482e-01 -1.80057615e-01 -6.22987598e-02
 -2.00304747e-01  3.74744058e-01 -2.67275989e-01  1.33548617e-01
 -8.35869312e-02  2.71472752e-01 -3.31599087e-01 -4.71996784e-01
  9.71550107e-01  5.60836494e-02  6.09638155e-01  4.01259124e-01
  1.92269191e-01  7.28148967e-02 -4.44044530e-01 -1.00429825e-01
  4.53255773e-02 -1.46460518e-01  2.89298058e-01 -1.98261186e-01
 -3.25126082e-01 -8.16524476e-02  4.15843666e-01  1.00209847e-01
 -1.03417762e-01 -3.79810452e-01  4.16277349e-03  5.44357657e-01
 -1.54614717e-01 -9.71539766e-02 -1.50839537e-01  2.12765113e-02
  4.41769809e-02  3.25500697e-01  1.19158641e-01 -4.13453251e-01
  4.10182714e-01  2.86667615e-01  2.05652118e-02 -6.68540418e-01
  1.14001185e-01  3.05293798e-02  2.97507763e-01 -5.71525469e-02
  3.40272486e-02 -2.71422595e-01  2.12346897e-01 -1.53749660e-02
  4.26115692e-01  2.34847993e-01 -4.24871683e-01 -5.51205158e-01
  8.06190193e-01 -1.43926692e+00 -8.82763118e-02  3.75846118e-01
  1.72905222e-01  5.80650121e-02  6.27819538e-01  9.47975069e-02
 -1.62380755e-01 -5.31807780e-01 -1.14898905e-02  3.49055141e-01
  1.08021289e-01  5.98383546e-01  3.98960233e-01 -5.23802280e-01
 -2.37472534e-01  1.95443228e-01  2.24361405e-01 -2.07609713e-01
  7.14006424e-01 -6.61051497e-02 -3.58099967e-01 -9.85512137e-01
 -5.70290312e-02 -3.83878462e-02 -1.04605272e-01  4.77993220e-01
 -2.65586108e-01 -4.30035144e-02 -1.05912685e-02  4.34494942e-01
 -2.42056102e-02  2.09204972e-01 -1.21195957e-01  2.06330419e-01
 -4.84384179e-01  1.34707719e-01  8.65122437e-01 -4.14616615e-03
 -4.54700291e-01  3.01464051e-02 -1.48878470e-01  1.86104268e-01
  2.77507067e-01 -2.40722820e-02  1.22386932e-01 -5.13223559e-03
  2.26072460e-01  2.61151016e-01 -7.89379478e-02  2.26333275e-01
  7.00635076e-01  4.12233919e-02 -1.21504150e-01 -2.16002211e-01
  3.67954373e-01 -3.69772911e-01 -3.07546146e-02  3.39961201e-02
 -3.48195553e-01  1.01347670e-01 -1.20961070e+00  5.85994571e-02
 -4.96888161e-03 -7.00427443e-02  9.06865835e-01  1.55471906e-01
  2.38191217e-01  2.04375386e-02 -2.71884143e-01 -1.05548546e-01
 -1.40052021e-01  1.50120005e-01  9.63866711e-03  2.65015960e-01
  7.01430976e-01 -3.51382494e-01  4.47055697e-01  3.22322905e-01
 -1.28002107e-01  2.42362320e-01 -6.81460440e-01  1.42232195e-01
 -1.75913364e-01 -5.68391800e-01 -9.68973488e-02  1.96233273e-01
  2.68256962e-02 -3.84640604e-01  3.20142627e-01  2.97123611e-01
  7.99706876e-01 -1.64012611e-03  1.68828815e-01 -1.17890909e-01
  2.95523345e-01  7.29204953e-01  1.64320692e-01 -8.20319176e-01
  4.14270580e-01  8.18852961e-01  2.63168693e-01 -1.14411682e-01
 -3.96098942e-02  8.35278928e-02  8.62793326e-02 -1.79038197e-02
 -1.04369484e-02 -2.13042736e-01 -3.47026199e-01  4.70663995e-01
  2.51198947e-01  1.45084530e-01  4.42874283e-01  7.27432817e-02
  1.00714535e-01  1.90326631e-01  2.18986392e-01 -3.11831415e-01
 -4.91171330e-02  2.34641820e-01 -1.87042475e-01 -7.75325835e-01
  6.02324367e-01  6.21842444e-02 -1.92019865e-02 -1.13580890e-01
  1.67016521e-01  1.63647011e-01 -1.44970864e-01 -3.20255980e-02
  2.99104840e-01 -1.94637313e-01  1.21373639e-01  6.18592083e-01
  2.16710880e-01 -1.02283418e+00 -2.97546655e-01 -3.49231631e-01
  2.11180374e-01 -2.18959391e-01  1.64626494e-01  6.68302774e-02
 -1.80512285e+00 -7.94757456e-02  2.83502936e-01 -6.13084078e-01
  2.17555985e-01 -4.90516424e-01 -3.41158420e-01 -1.11555599e-01
 -2.03838125e-02  1.07442677e-01  8.71936977e-03  4.10285950e-01
  1.19175947e+00 -2.82699049e-01  2.50291079e-01  2.79464990e-01
 -6.80468976e-02  2.53625333e-01 -1.36725068e-01  2.83047140e-01
 -3.63051623e-01  3.52053672e-01  9.45110768e-02  2.62329578e-01
  2.47128159e-02  1.13493860e-01 -1.41232014e+00  3.84963393e-01
  2.82243714e-02 -2.25005209e-01  4.36663866e-01  8.65494609e-02
  4.55315650e-01  9.02527124e-02 -5.89817166e-01 -8.51231575e-01
 -1.78365335e-02  1.10866219e-01  7.31964111e-01 -5.16686797e-01
  1.61175981e-01 -2.41729230e-01  7.06836820e-01 -2.80388176e-01
  3.45710099e-01 -7.18725920e-01  1.85145929e-01  3.29638213e-01
  1.76704526e-01  1.42611325e-01 -4.23090041e-01  8.47133398e-01
  3.90891850e-01 -1.30192891e-01 -7.24138498e-01 -4.55999732e-01
 -1.01062804e-01 -9.66962054e-03  3.16080958e-01  2.33241484e-01
  2.75417089e-01  1.71644747e-01 -1.54390007e-01  4.60248351e-01
  4.41921651e-01  5.35813905e-02 -3.86446387e-01  2.25535244e-01
  3.00773501e-01 -5.97270429e-01  2.75317520e-01 -2.42325500e-01
  2.01352537e-02  3.17078829e-02  2.21070945e-02 -1.89958364e-02
  3.39207619e-01  6.17904127e-01  2.32384548e-01  1.18610039e-01
 -1.84754297e-01 -6.47286326e-03  3.20455730e-02  5.49568415e-01
 -1.85202405e-01 -9.15546715e-02  1.58852488e-01  2.20096901e-01
 -3.17896605e-01 -2.45203674e-01 -3.01638782e-01 -8.61523673e-02
  2.32674479e-02 -3.03458869e-01  9.00192410e-02  2.09844589e-01
 -1.88527495e-01 -2.00149417e-01  3.84059668e-01  4.89989191e-01
 -2.01569945e-02 -6.64687604e-02  4.90431488e-01 -2.19249055e-01
  5.00933886e-01 -2.42764652e-01  1.47893608e-01  8.58761370e-02
 -6.20890379e-01 -1.99078768e-02  2.76016027e-01 -8.50875080e-02
  2.08367586e-01  1.47308752e-01 -2.76792228e-01  3.06438804e-01
 -3.72728139e-01 -4.33147699e-01  1.36902332e-01 -7.75038600e-02
  4.57238406e-03  1.36111006e-01  5.96919358e-02  3.46069813e-01
 -1.97069570e-01 -4.03682441e-02 -2.49986649e-01 -1.30922005e-01
  6.82147384e-01 -3.31782818e-01  1.79206252e-01 -3.27636808e-01
 -4.48391885e-02 -2.43564382e-01  1.38286740e-01 -9.28131118e-02
  5.38049459e-01 -7.59075955e-02 -1.28579378e-01  4.42902893e-01
  4.28682953e-01 -4.32972968e-01 -4.53397363e-01 -6.29717112e-02
  2.08299190e-01  2.67719984e-01  1.54542580e-01  4.41443831e-01]"
ViT-B/32,224,C:\Users\Lenovo\Desktop\comp-vison-chap1\TP1\TP1_data\database\airplane_2.jpg,0.18051648139953613,"[ 5.15621841e-01  2.74363369e-01  1.58338085e-01 -5.27768135e-02
 -9.31676626e-02  1.68034136e-01  1.31506100e-02 -4.54239249e-02
  1.22392751e-01  2.44957209e-01 -5.79979420e-02  2.71676838e-01
  8.26785803e-01 -3.99816036e-01  3.59734476e-01  4.08515692e-01
  1.25377393e+00  9.09062251e-02 -2.38434345e-01  1.71817094e-03
 -5.56804240e-02 -1.12736650e-01 -2.35571295e-01 -1.58993438e-01
 -3.34607124e-01  4.66610193e-02 -3.37802768e-02  4.27307367e-01
  4.47063208e-01 -3.95038366e-01  5.85478365e-01 -1.75175875e-01
  2.56886989e-01  5.69105923e-01 -2.56865352e-01  4.70022857e-02
  2.15920657e-01 -1.09072499e-01 -6.51541352e-02  8.65944147e-01
  3.86816382e-01 -4.65287864e-01  2.35023364e-01 -1.74318254e-02
  2.25633800e-01 -2.17286277e+00  3.98121387e-01  3.80888581e-01
  2.74128586e-01  1.95112973e-01  1.92858294e-01 -5.55069447e-02
 -6.79962635e-02  2.92735934e-01  1.63520962e-01 -1.54605106e-01
  8.81287754e-02  3.28039229e-01 -6.20341361e-01 -2.73872852e-01
  7.87582576e-01 -5.93993068e-03 -6.69680536e-03 -1.06501691e-01
 -3.23652178e-01  8.50422233e-02  2.91564524e-01 -2.29542688e-01
 -2.84351826e-01  5.26728988e-01 -1.71431750e-01  1.23284280e-01
 -2.26140171e-02  2.75533497e-01 -1.81176305e-01  4.60873008e-01
 -3.16105872e-01 -4.22943592e-01 -7.68978447e-02 -1.74246281e-01
  1.60219371e-01 -1.58107385e-01  3.68134677e-01 -5.55454373e-01
 -1.20052308e-01  2.58387208e-01  1.97169483e-01 -2.36214623e-01
  1.62465900e-01  1.93434432e-01  1.66453272e-01 -7.80738145e-02
 -6.25909376e+00 -2.76325762e-01  3.73176426e-01  5.47944307e-01
  1.16947889e-02  3.48805398e-01 -9.99414921e-03 -3.03107709e-01
  3.31204951e-01 -4.95233119e-01  2.21996278e-01 -5.37513942e-02
  3.65929961e-01  3.64970505e-01 -1.74171519e+00 -5.94434023e-01
 -6.86994791e-02  4.15558875e-01  4.49033886e-01  1.91386208e-01
  2.25331649e-01 -1.17761955e-01  1.39212489e-01  3.28552753e-01
 -3.82950693e-01 -3.69934440e-01  3.46870959e-01 -5.43800890e-01
  3.42456400e-01  2.09209472e-01 -1.07910208e-01 -4.38185096e-01
  1.90264866e-01  2.09044725e-01 -3.81659418e-01 -2.59006172e-01
 -9.02387202e-02 -2.24041268e-02  2.13238597e-01  5.11212349e-02
 -7.67376497e-02  8.18445861e-01 -1.91765741e-01  2.46269554e-02
  6.94206953e-02  5.70305169e-01  1.78534329e-01 -2.77949810e-01
 -4.89178002e-02  5.83644032e-01  1.68381706e-01  2.15174571e-01
 -1.78064376e-01 -2.38785073e-02 -1.46339059e-01  3.59793693e-01
 -6.57836497e-01 -4.53989208e-01  6.71358943e-01 -3.05800647e-01
  5.23113608e-01 -3.29487979e-01 -2.45621279e-01  6.80729300e-02
  1.58902109e-01  2.70591766e-01 -4.30657268e-01 -2.86023974e-01
  1.28220633e-01 -5.79392910e-01 -9.54766497e-02 -1.76722497e-01
 -1.46977864e-02  1.35504529e-01 -2.82470167e-01  2.68943429e-01
  1.74412131e-03  2.92490065e-01 -3.04039717e-01 -1.45899758e-01
 -1.67893767e-02  2.76309848e-02 -3.09404910e-01 -2.82037258e-01
  1.19166398e+00  1.89004824e-01  4.48621660e-02  9.68650654e-02
  4.17917997e-01  2.54668146e-02 -5.06617486e-01  8.81536454e-02
 -1.82207599e-02 -3.99485767e-01 -3.56657535e-01 -3.31654727e-01
 -5.86622655e-02  6.14979118e-02  3.85618776e-01  8.33088532e-02
  1.18064120e-01 -3.25996250e-01 -1.90332919e-01  3.69935185e-01
 -3.93621445e-01 -1.51123405e-01  2.03670502e-01 -1.93639278e-01
  2.40366846e-01 -4.14107740e-03  5.03340542e-01 -4.65258986e-01
  3.27163994e-01  1.72606483e-01  8.92373770e-02 -1.69411927e-01
 -1.40408531e-01 -3.55027616e-03  1.57784522e-01 -4.87689525e-01
  4.30424511e-03 -3.34421903e-01 -1.81527078e-01 -2.27254018e-01
  2.14532778e-01  2.09386021e-01  1.46690845e-01 -6.93017781e-01
  7.94858038e-01 -9.05523777e-01  2.07510591e-02  1.76839143e-01
  5.06380677e-01 -2.46000543e-01  8.79102945e-01  8.44970345e-05
 -1.69275656e-01 -6.62559509e-01 -1.36847273e-02  6.23095781e-02
  2.50277221e-02  3.43772590e-01  4.76430357e-03 -2.03815997e-01
 -4.28419739e-01  3.35335374e-01  1.68189973e-01 -1.53536543e-01
  6.04063869e-01  1.37305111e-01 -4.72651869e-01 -8.44762683e-01
 -1.44563466e-01 -1.11386076e-01 -1.09105073e-01  9.02291238e-02
 -2.66488910e-01  1.37185961e-01 -2.86332786e-01 -2.67084897e-01
  9.51280594e-02  2.07334891e-01  1.23132765e-02  1.61497533e-01
 -3.22842568e-01  3.87330472e-01  8.50178659e-01 -6.00655794e-01
  1.25152588e-01 -2.83551157e-01 -5.77576399e-01 -4.69671845e-01
  1.55198932e-01 -1.34041756e-01  1.52159929e-01 -1.29848585e-01
  3.43868315e-01  2.36150771e-01 -2.90091932e-01  1.64835453e-01
  4.13369358e-01 -1.16702475e-01 -1.13507666e-01 -1.75038800e-01
  3.33105057e-01 -3.72676343e-01 -1.94969490e-01  9.39837247e-02
 -2.10786030e-01  5.92204556e-03 -5.56608558e-01  1.61014795e-01
 -5.39239943e-01  9.44407731e-02  1.24365258e+00  1.37992620e-01
  1.03928648e-01 -7.83247650e-02 -2.28636146e-01 -1.21159583e-01
 -1.78328887e-01  1.31138772e-01  2.02311575e-01 -1.90963745e-02
  3.09450924e-01  2.69449323e-01  4.93247002e-01  4.59021777e-01
 -8.30722749e-02 -2.12597236e-01 -1.24156311e-01 -2.21380740e-02
 -2.55240142e-01 -7.15170801e-01 -2.12009698e-01  2.15825975e-01
  9.31382179e-04 -2.93245375e-01 -2.30134666e-01  1.57417431e-01
  8.16648960e-01 -9.65094790e-02  3.44957471e-01  1.81311324e-01
  2.04090834e-01  5.29144764e-01 -1.11880153e-02 -4.01546687e-01
  2.87417680e-01  6.00083530e-01  2.38462940e-01 -1.31606936e-01
  1.09684467e-02  3.82934183e-01 -1.74772829e-01 -7.15103745e-02
  2.00730085e-01  2.40272880e-02 -3.30825567e-01  5.73042631e-01
  3.42364103e-01 -1.09517753e-01  6.55589938e-01  1.45494893e-01
  7.07187206e-02 -2.73379683e-02  9.52152684e-02 -2.19978735e-01
  1.68264225e-01  6.12116814e-01 -1.63887233e-01 -5.88329911e-01
  6.38623297e-01  9.98781919e-02 -6.84457719e-02 -2.36348361e-01
  2.76143625e-02  2.32063964e-01 -2.89347380e-01 -1.85930073e-01
  3.26233715e-01 -8.27612579e-02 -1.48847044e-01  6.10651731e-01
  7.78838843e-02 -7.30317831e-01 -2.47450665e-01 -4.31166708e-01
 -6.75486922e-02  9.21897665e-02 -1.69513717e-01 -7.53963515e-02
 -1.91325486e+00 -1.68454707e-01  3.13496411e-01 -7.12659061e-01
 -1.12107545e-02 -2.24949896e-01 -6.81602359e-02 -2.80877501e-02
 -2.26508602e-02  1.63697138e-01 -2.73628652e-01  1.85305208e-01
  1.18679070e+00 -3.23052824e-01  3.65509093e-01  2.68480092e-01
  2.68790722e-02  6.67175651e-01 -3.83666396e-01  3.93404067e-03
 -3.69802862e-01  6.32159114e-01  1.51325583e-01  4.60897386e-02
  3.50870073e-01 -7.07970262e-01 -5.10845065e-01  3.12435925e-01
 -2.05545619e-01 -4.30640906e-01 -4.25968096e-02 -1.43286899e-01
  3.15834641e-01  2.08943933e-01 -5.54382503e-01 -6.36077046e-01
  2.40268648e-01  1.44176692e-01  3.40564370e-01 -2.20529556e-01
  3.22252661e-01 -8.39749873e-02  6.06062889e-01  5.59488535e-02
  5.50102293e-01 -7.38708138e-01  1.42061755e-01  2.49253824e-01
  4.92568254e-01  1.69143960e-01 -5.33885598e-01  5.41635633e-01
 -4.53140214e-02  4.66221943e-02 -6.12853408e-01 -1.16711009e+00
  3.63871455e-03  5.90225756e-02  2.29189917e-01 -1.46414757e-01
  2.97913671e-01  1.66258678e-01 -2.03197151e-02  5.79532087e-01
 -1.12066579e+00 -7.80495703e-02 -1.21733300e-01  3.27682167e-01
  6.14830434e-01 -4.00550157e-01  1.24013245e-01 -2.78570175e-01
 -2.85635054e-01  1.46453679e-01  5.35555959e-01 -3.24338287e-01
  9.98363495e-02  5.71557760e-01  3.55173558e-01  1.87234133e-01
 -1.06855758e-01 -3.00423533e-01 -6.13270700e-02  7.29288340e-01
 -2.44025756e-02 -6.46159202e-02 -1.37465656e-01  3.43871057e-01
 -9.09067243e-02 -1.01867907e-01 -3.39354098e-01  7.49699771e-02
  2.74383515e-01  3.41528505e-02 -1.07189000e-01  5.50908074e-02
 -3.10570419e-01  1.68327168e-02  7.73085356e-01  2.31457949e-02
 -4.58818018e-01 -5.12037277e-02  2.72999376e-01 -5.17127872e-01
  4.76800591e-01 -2.79686928e-01  1.72770202e-01  5.88444546e-02
 -1.35915458e-01 -1.60874486e-01  3.04656401e-02  1.34252936e-01
  2.55849391e-01  3.23501319e-01 -9.77866873e-02  2.79469907e-01
 -2.49490291e-01 -4.22658145e-01  1.63401917e-01 -1.62743375e-01
 -6.04195297e-02  2.18706042e-01  4.70516309e-02  6.63896561e-01
 -1.78396672e-01  5.80936670e-04 -5.18596530e-01 -1.16544500e-01
  7.98451066e-01 -2.55995631e-01 -3.09616417e-01 -3.18016768e-01
 -1.05838627e-01  4.91291881e-02 -1.39509663e-01 -2.22554684e-01
  5.33773601e-01 -1.68297991e-01 -9.36681479e-02  5.47426105e-01
  3.79362017e-01 -4.77312982e-01 -6.39496326e-01  5.58586866e-02
  2.79410481e-01  2.66542017e-01 -1.54832542e-01  4.96657819e-01]"
